,Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species
3742,Aug,1963,Unprovoked,DOMINICAN REPUBLIC,Santo Domingo,Rio Haina Port,"Swimming, when caught in heavy seas",M,23 & 26,"FATAL. Eyewitness said, ""One was thrown in the air like a basketball, and while in the air another shark took a bite out of his belly."" ",Y,,8 sharks
3743,Jul,1963,Unprovoked,FEDERATED STATES OF MICRONESIA,Eastern Caroline Islands,"Koop Reef, Truk (Chuuk)",Fishing,M,26,Upper left arm bitten,N,08h00,Tiger shark
3744,Jul,1963,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Bathing,M,14,"Left forearm bitten, surgically amputated?",N,Late afternoon,
3745,Jul,1963,Provoked,USA,Mississippi,Horn Island,"Fishing, on charter boat Silver Dollar",M,24,"Cuts on right hand, PROVOKED INCIDENT",N,,1.2 m [4'] shark
3746,Jul,1963,Sea Disaster,JAMAICA,,,63'Fishing Sno' Bay foundered,,,No survivors & a body sighted could not be recovered because of sharks,Y,,
3747,Jul,1963,Unprovoked,PANAMA,San Blas coast,"4 miles from Tuwala, near Mulatuppu","Seining for bait, standing in chest-deep water",M,,"FATAL, foot nearly severed ",Y,,
3748,Jun,1963,Unprovoked,GREECE,Thessaly,near Trikerion Island,Swimming,F,42,FATAL,Y,16h30,"White shark, 3 m "
3749,Jun,1963,Provoked,PAPUA NEW GUINEA,Central Province,Near Fisherman's Island,Fishing,M,30,"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",N,Morning,1.8 m [6'] shark
3750,May,1963,Invalid,USA,California,San Mateo County,Swimming,M,,3 lacerations below right knee,UNKNOWN,,Shark involvement not confirmed
3751,May,1963,Sea Disaster,PHILIPPINES,Luzon Island,100 miles southeast of Manila,"Boat, with 42 passengers onboard, capsized in rough seas",,,"Of the 42 people on board, 5 died of exposure, others drowned or were taken by sharks, and survivors were rescued after spending 3 days in the water.",Y,,
3752,Apr,1963,Provoked,AUSTRALIA,New South Wales,Clarence Head,Fishing,M,,Foot lacerated by netted shark PROVOKED INCIDENT,N,,Grey nurse shark
3753,Apr,1963,Unprovoked,USA,US Virgin Islands,"St. Thomas, Magens Bay",Swimming,M,25,"FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed  ",Y,13h50,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis"
3754,Apr,1963,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Swimming,M,15,Buttock bitten,N,12h45,
3755,Apr,1963,Unprovoked,AUSTRALIA,Western Australia,Yallingup,"Surfing on ""chest board"" (boogie board?)",M,25,Arm bitten,N,,1.8 m to 2.4 m  [6' to 8'] shark
3756,Apr,1963,Unprovoked,USA,Hawaii,"Awili, South Kona, Hawai'i",Surfing ,M,15,Left foot & leg bitten,N,14h00,3.7 to 4.5 m [12' to 15'] shark seen in vicinity
3757,Apr,1963,Invalid,USA,Hawaii,"Hapuna Beach, Hawai'i",Washed into sea while picking opihi,M,,"May have drowned prior to shark involvement, partial remains recovered",UNKNOWN,,Shark involvement prior to death was not confirmed
3758,Mar,1963,Sea Disaster,SOLOMON ISLANDS,Bougainville (North Solomons),,The 500-ton coastal trader Polurrian foundered ,M,,FATAL,Y,Night,
3759,Feb,1963,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Namatanai,Swimming,M,,Right shoulder bitten,N,11h00,
3760,Feb,1963,Unprovoked,AUSTRALIA,New South Wales,Wombarra Beach near Austinmeer,Fishing,M,18,Left leg lacerated,N,Afternoon,"Bronze whaler shark, 3 m [10'] "
3761,Feb,1963,Unprovoked,FIJI,Lomaiviti  Island Group,"Taibaisa Passage, Gau Island",Fishing,M,28,Left arm bitten,N,10h00,"White shark, 2.1 m [7'] "
3762,Feb,1963,Unprovoked,MAURITIUS,Rodrigues,,,M,24,Laceration to right forearm,N,,
3763,Feb,1963,Invalid,USA,Florida,Off Key West,"S.S. Marine Sulphur Queen, laden with molten sulphur was bound from Beaumont, Texas for Norfolk, VA, when she disappeared with 39 on board",M,,Two shark-bitten lifejackets were recovered leading to speculation that sharks took at least 2 of the 39 missing crewmen,UNKNOWN,,Shark involvement prior to death was not confirmed
3764,Jan,1963,Unprovoked,FIJI,,,Freediving,M,41,Hand & arm severely lacerated,N,,
3765,Jan,1963,Unprovoked,AUSTRALIA,New South Wales,"Sugarloaf Bay, Middle Harbour, Sydney",Wading,F,32,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",Y,13h30,"Tooth fragments of whaler shark were recovered, a bull shark, according to Edwards"
3766,Jan,1963,Invalid,AUSTRALIA,New South Wales,Evans Head,Swimming,M,25,"9' shark in area when he disappeared, body not recovered",UNKNOWN,16h30,Shark involvement prior to death was not confirmed
3767,Jan,1963,Boating,SOUTH AFRICA,Western Cape Province,False Bay,Fishing ,,,"No injury to occupant, shark leapt inside boat",N,,193-lb shark
3768,Jan,1963,Provoked,NEW ZEALAND,North Island,"Petone Beach, Wellington",Fishing,,14,Minor lacerations to hand and arm after he seized the shark's tail PROVOKED INCIDENT,N,Afternoon,"Grey nurse shark, 1.8 m [6'] "
3769,Jan,1963,Provoked,SOUTH AFRICA,Eastern Cape Province,Humewood,Fishing,M,,Foot bitten by shark hooked & taken on boat  PROVOKED INCIDENT,N,,<1.5 m shark
3770,Jan,1963,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Peace Cottage, Umdhloti","Free diving, hunting crayfish",M,27,Lacerations & punctures on left  forearm,N,12h15,1 m shark
3771,Jan,1963,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Selection Reef, Umdhloti",Fishing,M,24,Lacerations to right  arm,N,16h00,"Zambesi shark, 2 m [6'9""] "
3772,Jan,1963,Provoked,AUSTRALIA,South Australia,Off Franklin Island between Streaky Bay & Ceduna,Fishing,,,No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT,N,,"White shark, 16', 2,312-lb "
3773,Jan,1963,Boating,MOZAMBIQUE,,"Limpopo River, 547 km from the sea",,,,"No injury to occupant. Shark tore chunk from canoe, then bumped 2 other canoes",N,,Zambesi shark
3774,UNKNOWN,1963,Unprovoked,FIJI,Vita Levu,Korolevu (South coast between Nadi & Suva),,,,No details,UNKNOWN,,
3775,UNKNOWN,1963,Unprovoked,SEYCHELLES,,,Fishing for turtles,M,,Fatal,Y,,
3776,Dec,1962,Provoked,SOUTH AFRICA,KwaZulu-Natal,Shark tank at Oceanographic Research Institute,Scuba diving,M,,Captive shark bit air hose & minor lacerations on diver's cheek PROVOKED INCIDENT,N,10h30,"Dusky shark, 1 m "
3777,Dec,1962,Unprovoked,AUSTRALIA,South Australia,Carrickalinga Head,Fishing,M,16,"FATAL, right leg bitten thigh to calf  ",Y,14h30,"White shark, 4.3 m [14'] (or bronze whaler)"
3778,Dec,1962,Boating,SOUTH AFRICA,Western Cape Province,Swartklip,Fishing,,,"No injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",N,,"2 m [6'9""], 87.5-kg [193-lb]  shark"
3779,Nov,1962,Unprovoked,AUSTRALIA,New South Wales,Sydney,"Fishing, Scuba diving",M,26,"No injury, shark bit spear & dragged diver 90'",N,,3 m [10'] shark
3780,Nov,1962,Invalid,AUSTRALIA,Queensland,Townsville,,M,,"Skeletonized, except for head & feet. Possible drowning / scavenging",UNKNOWN,,Shark involvement prior to death was not confirmed
3781,Nov,1962,Unprovoked,USA,California,Farallon Islands,Fishing/ Scuba diving (at surface),M,24,"Arm, hand, buttock, leg and thigh bitten",N,12h45 / 13h45,"White shark, 4.3 m to 4.9m [14' to 16']"
3782,Nov,1962,Boating,AUSTRALIA,New South Wales,Off Kisma,Fishing,,,No injury to occupants. Shark rammed boat as they were pulling in a flathead,N,,3 m [10'] blue whaler
3783,Nov,1962,Sea Disaster,MID ATLANTIC OCEAN,,Off Bermuda,Abandoning burning ship Captain George in raging seas,M,,"No injury, shark bit his boot",N,06h00,
3784,Oct,1962,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paradise Reef,Fishing,M,30,Arm lacerated (minor injury),N,15h00,
3785,Oct,1962,Unprovoked,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Wading,M,32,"FATAL, both legs bitten  ",Y,08h30,2.7 m [9'] shark
3786,Oct,1962,Unprovoked,ADMIRALTY ISLANDS,Manus Island,Sisi  (west coast of island),,M,26,Facial lacerations,N,,
3787,Oct,1962,Boating,AUSTRALIA,South Australia,Port Phillip Bay,Adrift after wave swamped engine,M,,"No injury to occupant, shark ""nibbled"" at boat",N,,Grey nurse shark
3788,Oct,1962,Invalid,USA,California,2 miles off Santa Catalina Island,"Overcome by CO fumes, fell overboard from 36'Fishing & prop slashed arm",F,43,Drowned due to CO2 poisoning - Post Mortem scavanging by blue shark,UNKNOWN,,Shark involvement prior to death was not confirmed
3789,Oct,1962,Unprovoked,PANAMA,Pinas Bay,,Sitting in shallows,M,1,"FATAL, body not recovered",Y,,
3790,Sep,1962,Unprovoked,BRITISH WEST INDIES,Grand Turk Island,Long Cay,Fishing,M,24,Left thigh & hand & speargun bitten,N,14h30," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] "
3791,Sep,1962,Unprovoked,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,M,20,"Left arm severely bitten, surgically amputated",N,15h00,
3792,Sep,1962,Unprovoked,SOUTH ATLANTIC OCEAN,Off coast of West Africa,Off the passenger liner Stirling Castle,"When  a deckhand  jumped overboard, McIver dived after him with a rescue line.",M,29,"FATAL, he died within minutes of being hauled back onboard the Stirling Castle",Y,,
3793,Sep,1962,Unprovoked,ITALY,Tyrrhenian Sea,"Circeo, Secca del Quadro",Fishing Scuba gear,M,28,"FATAL, multiple injuries to both legs  ",Y,10h20,White shark
3794,Aug,1962,Provoked,ISRAEL,Sharon,2 km north of Apollonia,Fishing,M,,"Details unknown, possibly a PROVOKED INCIDENT",UNKNOWN,,2.5 m [8.25'] shark
3795,Aug,1962,Boating,TURKEY,Antalya Province,Ucagiz,,M,,No injury ,N,,
3796,Aug,1962,Provoked,PAPUA NEW GUINEA,Northern District,Kufulu Point,Fishing,M,49,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,N,Midday,"""A long thin brown-colored shark"""
3797,Aug,1962,Provoked,USA,California,"Solana Beach, San Diego County",Diving for abalone,M,39,"Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  PROVOKED INCIDENT",N,08h30,"Horn shar,k Heterodontus francisci, 1.2 m [4'] "
3798,Aug,1962,Boating,USA,Florida,6 miles north of Palm Beach,,,,"No injury to occupants, sharks tore Max Butcher's life jacket & pants",N,,
3799,Aug,1962,Boating,SOUTH AFRICA,Western Cape Province,Robbesteen,Fishing,,,"No injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller",N,12h00,4.3 m [14'] shark
3800,Aug,1962,Unprovoked,USA,Texas,"Off Andy Bowie Park, Padre Island, near Port Isabel",Fishing waist-deep water,M,40,"FATAL, lower right leg bitten",Y,15h30,Unknown
3801,Aug,1962,Unprovoked,USA,New Jersey,"Manasquan, Ocean County",Standing,M,24,Left thigh & hand bitten,N,14h00 - 15h00,1.8 m [6'] shark
3802,Aug,1962,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Pekinberui Village, Tabar Island",Fishing,M,(adult),"FATAL, right thigh severely bitten, right ankle lacerated ",Y,17h00,
3803,Aug,1962,Unprovoked,ITALY,Tyrrhenian Sea,"Circeo, Secca del Faro",Diving,M,,No injury,N,,White shark
3804,Aug,1962,Unprovoked,SENEGAL,Cap Vert Peninsula,,Beach seine netting,M,23,Ankle bitten,N,,3.5 m shark
3805,Jul,1962,Unprovoked,USA,South Carolina,"Off Hilton Head, Beaufort County ",Standing,M,21,Lacerations on left foot & hand,N,,1.8 m to 2.4 m [6' to 8'] shark
3806,Jul,1962,Provoked,MADAGASCAR,,"Onboard tuna boat, M.V. Toscui Maru",Finning the shark,M,20,Right calf lacerated by boated shark PROVOKED INCIDENT,N,Morning,"2 m [6'9""] shark"
3807,Jul,1962,Provoked,USA,California,30 miles south of San Clemente Island,Fishing for albacore,M,19,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",N,16h30,Blue shark
3808,Jul,1962,Unprovoked,USA,Georgia,"St. Simons Island or Jeykll Island, Glynn County",Playing in surf with his child  (9),M,41,"Cuts on fingers, hand & wrist",N,17h00,
3809,Jul,1962,Unprovoked,USA,Georgia,"Jekyll Island, Glynn County",Dived from inner-tube,M,13,Laceration on hand,N,14h10,
3810,Jul,1962,Invalid,GREECE,Cyclades,Near Mykonos Island,,,,No injury,UNKNOWN,,Questionable incident
3811,Jun,1962,Invalid,USA,Florida,"Fernandina Beach, Nassau County",U.S. Airforce crewman reported missing after bailing out of jet,M,,FATAL,UNKNOWN,,Shark involvement not confirmed
3812,Jun,1962,Boating,SOUTH AFRICA,Western Cape Province,"Millers Point, False Bay","On a ""shark hunt""",,,"No injury to occupants, shark charged boat, then 2 more sharks hit boat, oar grabbed, boat finally drifted ashore at 02h00",N,21h00,2.7 m to 3 m [9' to 10'] sharks
3813,Jun,1962,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Rolled off raft,M,11,"8"" laceration on left calf",N,11h50,1.8 m [6'] shark
3814,Jun,1962,Unprovoked,USA,California,San Francisco Bay,Escaping from Alacatraz,M,31,2 toes bitten off ,N,night,
3815,Jun,1962,Unprovoked,USA,California,San Francisco Bay,Escaping from Alacatraz,M,32,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,Night,
3816,Jun,1962,Unprovoked,USA,California,San Francisco Bay,Escaping from Alacatraz,M,35,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,Night,
3817,Jun,1962,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Mouth of Suareng River, a mile from Taludig",Washing,M,,"FATAL, chest & leg bitten ",Y,Midday,Possibly a bronze whaler shark
3818,Jun,1962,Unprovoked,USA,South Carolina,"Hilton Head, Beaufort County",Standing,M,13,Thigh bitten,N,16h00,
3819,Jun,1962,Boating,AUSTRALIA,Western Australia,Emu Point,Fishing,,,"No injury to occupant, shark grabbed anchor rope, pulling bow of boat downward & then bit bow of boat",N,07h00,
3820,Jun,1962,Provoked,USA,California,"12' tank at Steinhart Aquarium, San Francisco","Scuba diving, attempting to catch a captive shark",M,55,Right forearm bitten PROVOKED INCIDENT,N,13h30," Sevengill  shark, 1.2 m [4'] "
3821,Jun,1962,Unprovoked,USA,Florida,"Riviera Beach, near Palm Beach Inlet, Palm Beach County",Free diving,M,31,Left foot bitten,N,12h00,
3822,May,1962,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",,M,17,Bitten on leg or ankle,N,,
3823,May,1962,Sea Disaster,USA,California,"8 miles off Newport Beach, Orange County",25-foot cabin cruiser Happy Jack sank in heavy seas,,,Bodies of 5 of the 6 men on board were bitten by by sharks. Sharks may have contributed to the death of some of them.,Y,03h45 - 04h00,
3824,May,1962,Boating,FIJI,Viti Levu,Near Suva,Fishing,,,"No injury, sharks rammed boat and bit outboard motor",N,,
3825,Apr,1962,Provoked,AUSTRALIA,Queensland,Nobbys Beach,Fishing,,,"No injury to occupants, hooked shark cracked hull PROVOKED INCIDENT",N,,"Bronze whaler shark, 3.7 m [12'] "
3826,Apr,1962,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,M,16,"Leg bitten, surgically amputated at knee",N,10h30,
3827,Apr,1962,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umhlali,Wading,M,13,Left ankle & foot bitten,N,11h30,"Zambesi shark, 1.2 m [4'] "
3828,Apr,1962,Provoked,SOUTH AFRICA,Eastern Cape Province,East London,Fishing,,,Hooked shark bit boat PROVOKED INCIDENT,N,,4.9 m [16']shark
3829,Mar,1962,Provoked,NEW ZEALAND,"Off the Coromandel Peninsula, North Island",Alderman Islands,,M,,Left foot bitten by hooked shark PROVOKED INCIDENT,N,,1.8 m [6'] shark 
3830,Mar,1962,Boating,AUSTRALIA,New South Wales,Norah Head,Fishing & Fishing,,,No injury to occupants. Shark holed boat & they swam 200 yards to shore,N,,"Bronze whaler shark, 4.6 m [15'] "
3831,Mar,1962,Unprovoked,PAPUA NEW GUINEA,Madang,Matukar village ,Swimming,M,10,"FATAL, calf bitten, other leg severed below knee",Y,Late afternoon,Possibly a bronze whaler shark
3832,Feb,1962,Unprovoked,PAPUA NEW GUINEA,Central Province,Fishermans Island near Port Moresby,Swimming along a row of nets,M,,Torso lacerated,N,,1.2 m  [4'] shark
3833,Feb,1962,Provoked,NEW ZEALAND,Southland,Long Beach,Swimming,M,15,"Mistook shark's tail for kelp & grabbed it, legs abraded by shark's fins PROVOKED INCIDENT",N,,1.8 m [6'] shark
3834,Feb,1962,Unprovoked,AUSTRALIA,Queensland,Between Smiths Rock & Moreton Island,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,M,,Middle finger of right hand lacerated,N,A.M.,3.7 m [12'] shark
3835,Feb,1962,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,Swimming,M,22,"FATAL, calf bitten twice",Y,09h00,
3836,Feb,1962,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,Treading water,M,13,"FATAL, tissue removed from thigh, femoral artery severed ",Y,16h20,"White shark, 3 m "
3837,Feb,1962,Unprovoked,AUSTRALIA,Queensland,Greenmount Beach,Swimming,M,35,Shin bitten,N,14h30,60 cm  shark 
3838,Feb,1962,Boating,NEW ZEALAND,North Island,South of New Plymouth,Fishing,,,,UNKNOWN,,
3839,Feb,1962,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,"North Coast, Guadalcanal Island",Swimming Fishing,M,,"FATAL, shoulder & thigh bitten ",Y,,
3840,Jan,1962,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,Splashing ,M,18,"Left hand injured: gash on back of hand, toothmarks on palm",N,16h00,1.5 m [5'] shark
3841,Jan,1962,Unprovoked,MOZAMBIQUE,Gaza,Praia Sepulveda,,M,16,,UNKNOWN,,
3842,Jan,1962,Provoked,AUSTRALIA,New South Wales,Cronulla,Fishing,M,19,Suffered from shock & immersion after being dragged underwater  by speared shark PROVOKED INCIDENT,N,,"Bronze whaler shark,  3m [10'] "
3843,Jan,1962,Invalid,SOUTH AFRICA,KwaZulu-Natal,Margate,"Fishing, slipped on rocks & fell into sea",M,40,Possible drowning / post mortem scavenging by Zambesi shark,UNKNOWN,13h10,Shark involvement prior to death was not confirmed
3844,Jan,1962,Provoked,NEW ZEALAND,South Island,"Pigeon Bay, Canterbury",Fishing,,,"No injury to occupants, hooked shark attacked boat PROVOKED INCIDENT",N,,"Said to involve a 4.9 m [16'] ""red shark"""
3845,Jan,1962,Unprovoked,NEW ZEALAND,North Island,"Slipper Island, Coromandel Peninsula",Fishing,M,44,Shark struck him on shoulder injuring skin under suit,N,12h00,
3846,Jan,1962,Unprovoked,USA,California,Farallon Islands,Fishing/ Scuba diving (at surface),M,29,Buttock bitten & major leg wound,N,10h30,"White shark, 4 m [13'] "
3847,Jan,1962,Provoked,AUSTRALIA,New South Wales,"Long Reef, North Manly",Fishing,,,Speared shark bit gunwale of boat as it was being hauled onboard PROVOKED INCIDENT,N,," Grey nurse shark,  3 m [10'] "
3848,Jan,1962,Unprovoked,AUSTRALIA,New South Wales,"Lennox Head, Ballina",Surfing,M,19,Dorsum of foot lacerated & toe severed,N,13h30,"Bronze whaler shark, 2.1 m [7'] shark"
3849,Jan,1962,Boating,AUSTRALIA,South Australia,Marino,Fishing,,,"No injury to occupant, shark bit propeller & lifted boat several feet",N,,Said to involve a Grey nurse shark 3.7 m [12'] 
3850,Jan,1962,Unprovoked,PAPUA NEW GUINEA,"10ºS, 142ºE",Jukuataia Village,Fishing,M,24,Left leg & buttocks bitten,N,12h00,White shark
3851,Jan,1962,Unprovoked,NEW ZEALAND,South Island,"Fairdown Beach, 5 miles north of Westport",Fishing,F,54,Right foot lacerated ,N,18h00,"36""  shark"
3852,Jan,1962,Boating,AUSTRALIA,South Australia,Ceduna,Fishing for sharks,,,No injury to fisherman Alf Dean & other occupants; shark bit stern of boat,N,,White shark
3853,Jan,1962,Invalid,AUSTRALIA,New South Wales,Lake Illawarra,Swimming,M,25,"Remains recovered from 10' shark, but shark involvement prior to death unconfirmed",UNKNOWN,,Shark involvement prior to death was not confirmed
3854,Jan,1962,Provoked,AUSTRALIA,Queensland,Dicky Beach,Rowing,,,"No injury to occupants, shark bit 3"" piece from oar after they accidentally struck the shark PROVOKED INCIDENT",N,,
3855,Jan,1962,Unprovoked,AUSTRALIA,New South Wales,Sydney,Surfing,,,"No injury, shark bumped board flipping him into the water",N,,
3856,Jan,1962,Boating,SOUTH AFRICA,Western Cape Province,6 km off Groot Brak River,Fishing,,,Shark rammed boat 5 times & holed it,N,,
3857,Jan,1962,Provoked,AUSTRALIA,New South Wales,"Seaspray, near Sale",Fishing,,,"No injury to occupants, hooked shark dragged boat 2 miles PROVOKED INCIDENT",N,,2.7 m [9'] shark
3858,Jan,1962,Unprovoked,MARSHALL ISLANDS,Kwajalein Atoll,Roi-namur Island,Fishing with hand net in 2' of water,M,57,"2.5"" laceration on right hand",N,13h00,1.8 m [6'] shark
3859,UNKNOWN,1962,Unprovoked,SPAIN,Catalonia,Aigua Blava,Dangling feet in the water,F,,Feet severed,N,,
3860,UNKNOWN,1962,Unprovoked,INDONESIA,East Flores,Waewerang,,,,FATAL,Y,,
3861,UNKNOWN,1962,Unprovoked,AUSTRALIA,South Australia,Dangerous Reef,Diving,M,,Right leg bitten,N,,
3862,Dec,1961,Unprovoked,AUSTRALIA,Queensland,"Lambert's Beach, Mackay",Standing,F,18,"FATAL, right arm severed at shoulder, left hand severed, right thigh bitten & surgically amputated.  Died  day after the attack",Y,16h15,3 m [10'] shark
